Timestamp,Email Address,Student ID,Full Name,Major(s),Minor(s),Graduation Year,Pronouns,Gender,Race & Ethnicity,Resume,Other Links (optional),Role,"What is important to you? Tell us about a problem you see in the world (big or small), what actions you’ve taken to make a positive impact, and what you learned.",Community is a core pillar of CTC. Tell us about a community you felt like you truly belonged to. What aspects do you hope to bring into the CTC family?,Write a short thank-you note acknowledging someone who has taught you something valuable and why it mattered (not a family member).,"Please briefly describe any relevant technical or group work experiences—it does not need to be extensive! For example, personal projects, internships, classes, or any technologies or projects that you’re excited about and would like to learn more about, etc.","At CTC, one of our favorite traditions is Lightning Talks, where a member gives a short presentation on an interest, passion, or hobby of theirs—some topics from last year were how to DJ, a self defense workshop, and all about Niki Zefanya. What would you give a lightning talk on and why?","Please list out any relevant classes you have taken so far or are taking at USC. Also, list out any planned commitments for the current school year and their estimated weekly time commitment."
8/14/2026 15:17:09,malik.costa@usc.edu,8230429308,Malik Costa,Computer Science and Business Administration,Mathematics,2028,she/her/hers,Male,Hispanic or Latino,https://drive.google.com/open?id=19POuflSyi8QjIhOXs_vAiVfXUIs8BI83,,Product Manager,"How hard it is to find mental health care is the problem I have actually done something about, so it is the one I will write about. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I interviewed fourteen people before I wrote a single line of code. It saves them somewhere around five hours a week, which is not dramatic, but it is five hours a week that nobody has to argue for. The thing I got wrong was optimising for the outcome I could measure instead of the one that mattered.","I belonged to the kitchen of my family's restaurant, and I have spent a while trying to work out what made it work so I could reproduce it. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. The rule was that whoever knew the least got to ask first. I would want to bring the norm that you can say you do not understand something in a room full of people nodding.","Dear Ms. Iqbal,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I have not told you any of this, so consider this the version I would say badly in person.

— Malik","I built a static analysis pass that flags database queries inside loops. Swift for the app, and a Raspberry Pi doing something it was not designed for. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.","I would talk about why the QWERTY story you have heard is wrong. Everyone thinks they already know this and nearly everyone is wrong. I would need about three slides and one prop, and I already own the prop.","MATH 407, MATH 225, CSCI 270, WRIT 150; another club board position ~5 hrs/week; research assistantship ~8 hrs/week"
8/14/2026 16:06:15,freya.serrano@usc.edu,8976880793,Freya Serrano,Physics,Music Recording,2029,they/them/theirs,Male,White,,,Developer,"I care about the way clinics schedule appointments, and I want to be precise about why rather than gesturing at it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I rebuilt their intake form so it stopped losing half the submissions. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","I belonged to a debate circuit that travelled by van, and I have spent a while trying to work out what made it work so I could reproduce it. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. The rule was that whoever knew the least got to ask first. The thing I would carry in is that we lowered the bar to enter and raised it to stay, and both mattered.","Dear Ms. Andersen,

Thank you for teaching me how to disagree with someone without making it about them. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I hope you are still doing it for whoever came after me.

— Freya","I built a compiler for a small statically typed language, continued well past the course. Mostly Python and Postgres, with enough React to be dangerous. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.",I would talk about how to sight-read music badly but confidently. Everyone thinks they already know this and nearly everyone is wrong. There is a diagram involved and I think it gets an audible reaction.,"CSCI 270, ITP 259; campus radio show ~2 hrs/week"
8/14/2026 16:18:45,amina.halvorsen@usc.edu,7310884359,Amina Halvorsen,Environmental Studies,Social Entrepreneurship,2028,he/him/his,Female,Asian,https://drive.google.com/open?id=103qkzIMLu9OQRQLmXIpbnBp4uDr7A6hV,,Designer,"I got interested in how volunteer tutoring gets matched through a job I took for the money and stayed in for other reasons. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I organised a workshop and eleven people came to the first one. It taught me to make the first version much smaller than I wanted to.","A debate circuit that travelled by van is the honest answer, even though it is not the impressive one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. People stayed after to clean up without anyone organising it. What I would bring into CTC is that habit of making the entry cost low.","Dear Mr. Fujimoto,

Thank you for teaching me how to disagree with someone without making it about them. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Amina","I built a model predicting missed clinic appointments, so patients could be called the day before. Go for the service, Figma for the parts I should not have been trusted with. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I am keen to work on something with real users and real consequences for once.",I would talk about why my hometown has three names. Everyone thinks they already know this and nearly everyone is wrong.,"CSCI 170, WRIT 150, MATH 225, PSYC 314, CSCI 103; TA office hours ~6 hrs/week"
8/14/2026 16:22:44,aisha.rahman@usc.edu,3662936540,Aisha Rahman,International Relations,Data Analytics,2030,they/them/theirs,Female,Two or more races,https://drive.google.com/open?id=10sWHug7ZQkJQ-49QiiCZpO-ChAWscXHS,,Designer,"Transit deserts near campus is small compared to what people usually write about here, which is exactly why nobody had fixed it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I wrote a script that cut a four-hour manual process to about ten minutes. What I learned was that the technical part was never the hard part.","I found it in a Discord server for a game that died years ago, which is not where I expected to find it. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. We shared tools and, more importantly, shared credit. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Professor Bourdon,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Aisha","I built a compiler for a small statically typed language, continued well past the course. Go for the service, Figma for the parts I should not have been trusted with. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I am keen to work on something with real users and real consequences for once.",I would talk about why my hometown has three names. Everyone thinks they already know this and nearly everyone is wrong.,"CSCI 270, CSCI 103, ITP 259, CSCI 104, CSCI 360; research assistantship ~8 hrs/week; another club board position ~5 hrs/week"
8/14/2026 16:33:51,freya.roy@usc.edu,7839475966,Freya Roy,Computer Engineering and Computer Science,Spanish,2027,she/her/hers,Male,Prefer not to say,https://drive.google.com/open?id=16nUy6gtAiyBPEE-0nphYWPalF9Y9zc40,,Designer,"The way clinics schedule appointments is small compared to what people usually write about here, which is exactly why nobody had fixed it. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I rebuilt their intake form so it stopped losing half the submissions. I learned that a solution nobody adopts is worth less than no solution at all.","The community I belonged to was a community garden run entirely by retirees and me, and it took me a year to notice it had become one. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. Nobody there cared what I was good at yet, only whether I showed up. What I would bring into CTC is that habit of making the entry cost low.","Dear Ms. Aziz,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Freya","I built an inventory app for my family's restaurant, written in Django one summer. Java and C++ from coursework, Python and Django for anything I choose myself. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to get better at systems design and at reading other people's code quickly.","I would talk about how to read a subway map, and why almost every city gets it wrong. Everyone thinks they already know this and nearly everyone is wrong.","CSCI 103, PSYC 314, MATH 407, EE 109; TA office hours ~6 hrs/week"
8/14/2026 16:40:49,leila.yilmaz@usc.edu,8615637273,Leila Yilmaz,Statistics,Music Recording,2028,he/him/his,Male,Hispanic or Latino,https://drive.google.com/open?id=10c-4BejAD-7XCLIWST2YUt7eAee5pFpo,,Designer,"I spent two years adjacent to transit deserts near campus before I felt entitled to an opinion about it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I built a spreadsheet, then an actual tool, that matches donations to need. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. What stayed with me is how much of the work was earning enough trust to be allowed to help.","The community that shaped me most was the kitchen of my family's restaurant, mostly because it was bad at hierarchy. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. The rule was that whoever knew the least got to ask first. I would want to bring the norm that you can say you do not understand something in a room full of people nodding.","Dear Mr. Bourdon,

Thank you for teaching me that I should write the thing down before I believe I understand it. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I do not think you would remember any of this, which is sort of the point — it cost you very little and it rearranged how I work.

— Leila","I built a browser extension that strips recommendation feeds, now used by about 2,000 people. Java and C++ from coursework, Python and Django for anything I choose myself. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.","I would talk about how to sight-read music badly but confidently. It is the only thing I can talk about for ten minutes with no notes. I would need about three slides and one prop, and I already own the prop.","CSCI 360, CSCI 270; club soccer ~6 hrs/week"
8/14/2026 17:04:21,leila.serrano@usc.edu,2320955007,Leila Serrano,Applied and Computational Mathematics,Entrepreneurship,2027,he/him/his,Female,Black or African American,,https://www.linkedin.com/in/leilaserrano/,Developer,"I did not expect to care about transit deserts near campus, and then I spent a summer close to it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I ran a pilot with one classroom before asking the district for anything. The lesson was that I should have asked the people doing the work before designing anything.","A robotics team that met in a borrowed garage is the honest answer, even though it is not the impressive one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. Nobody there cared what I was good at yet, only whether I showed up. What I would bring into CTC is that habit of making the entry cost low.","Dear Ms. Rahman,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Leila","I built a parser for a niche scientific file format, now with eight regular bug reporters. Mostly Python and Postgres, with enough React to be dangerous. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to learn how to scope a project so it can ship in a semester.",I would talk about the physics of why bad coffee tastes bad. I want an excuse to finally make the slides.,"PSYC 314, MATH 407, DSCI 351; marching band ~10 hrs/week; intramural volleyball ~3 hrs/week"
8/14/2026 17:55:00,noor.sadiq@usc.edu,8325855773,Noor Sadiq,Industrial and Systems Engineering,,2030,he/him/his,Male,Two or more races,https://drive.google.com/open?id=1IJuH7BM0VnkRtIWFvxiiNHcAhbCMG0He,,Product Manager,"The cost of textbooks is small compared to what people usually write about here, which is exactly why nobody had fixed it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I organised a workshop and eleven people came to the first one. I learned that a solution nobody adopts is worth less than no solution at all.","The community I belonged to was a debate circuit that travelled by van, and it took me a year to notice it had become one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. We shared tools and, more importantly, shared credit. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Mr. Ellis,

Thank you for teaching me how to disagree with someone without making it about them. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Noor","I built an inventory app for my family's restaurant, written in Django one summer. Go for the service, Figma for the parts I should not have been trusted with. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.",I would talk about why every restaurant menu is designed badly on purpose. It is the only thing I can talk about for ten minutes with no notes.,"CSCI 356, CSCI 360; campus radio show ~2 hrs/week"
8/14/2026 17:57:47,niko.costa@usc.edu,7498868501,Niko Costa,Communication,Data Analytics,2027,she/her/hers,Male,Hispanic or Latino,https://drive.google.com/open?id=12zcZrQdMJO4yn6xLKXn2haq8VElfPznl,https://www.linkedin.com/in/nikocosta/,Developer,"The problem I keep coming back to is food waste in dining halls, mostly because I watched it up close. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I trained two other volunteers so it would survive me graduating. The lesson was that I should have asked the people doing the work before designing anything.","A Discord server for a game that died years ago is the honest answer, even though it is not the impressive one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. The rule was that whoever knew the least got to ask first. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Ms. Reyes,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Niko","I built a research assistantship cleaning sensor data nobody had documented. Swift for the app, and a Raspberry Pi doing something it was not designed for. What surprised me was the maintenance cost; I had thought of shipping as the finish line. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about the physics of why bad coffee tastes bad. It changed how I look at a city and I want to inflict that on other people.,"CSCI 201, CSCI 104, PSYC 314; TA office hours ~6 hrs/week"
8/14/2026 18:02:01,tariq.almeida@usc.edu,7573079152,Tariq Almeida,Electrical Engineering,Occupational Science,2028,she/her/hers,Prefer not to say,Prefer not to say,https://drive.google.com/open?id=1clbiAigOa26LacEaxLQJfkn2waHGFwDJ,,Developer,"I care about the cost of textbooks, and I want to be precise about why rather than gesturing at it. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I organised a workshop and eleven people came to the first one. The first version was worse than the spreadsheet it replaced, which was humbling and useful in roughly equal measure. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","The community that shaped me most was a community garden run entirely by retirees and me, mostly because it was bad at hierarchy. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. We shared tools and, more importantly, shared credit. I would want to bring the norm that you can say you do not understand something in a room full of people nodding.","Dear Mr. Venkatesan,

Thank you for teaching me how to disagree with someone without making it about them. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I do not think you would remember any of this, which is sort of the point — it cost you very little and it rearranged how I work.

— Tariq","I built a model predicting missed clinic appointments, so patients could be called the day before. Java and C++ from coursework, Python and Django for anything I choose myself. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I want to get better at systems design and at reading other people's code quickly.","I would talk about what actually happens when you flush on an aeroplane. Everyone thinks they already know this and nearly everyone is wrong. I would keep it to four minutes and take questions, because the questions are better than the talk.","CSCI 360, CSCI 170, MATH 225, WRIT 150, MATH 407; research assistantship ~8 hrs/week"
8/14/2026 20:09:36,paloma.pereira@usc.edu,7494161329,Paloma Pereira,Biomedical Engineering,Design,2030,he/him/his,Male,Two or more races,https://drive.google.com/open?id=1Q1n-g1z8qp6TxCZ9RC3c6GXQhpS0l3Yg,,Developer,"I did not expect to care about how volunteer tutoring gets matched, and then I spent a summer close to it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I trained two other volunteers so it would survive me graduating. The lesson was that I should have asked the people doing the work before designing anything.","My high school's stage crew is the honest answer, even though it is not the impressive one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. It ran on a hundred small favours nobody kept score of. I would like to bring the part where the newest person is asked first.","Dear Professor Rahman,

Thank you for teaching me that I should write the thing down before I believe I understand it. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Paloma","I built a research assistantship cleaning sensor data nobody had documented. TypeScript, a lot of SQL, and more shell scripting than I expected. What surprised me was the maintenance cost; I had thought of shipping as the finish line. I would like to get properly good at databases rather than superstitious about them.",I would talk about the surprisingly bitter world of competitive crossword construction. It changed how I look at a city and I want to inflict that on other people.,"ITP 259, CSCI 170, CSCI 104, DSCI 351; marching band ~10 hrs/week; tutoring ~4 hrs/week"
8/14/2026 20:46:45,andres.sadiq@usc.edu,8344995763,Andres Sadiq,"Economics, Mathematics",Computer Programming,2029,she/her/hers,Male,Hispanic or Latino,https://drive.google.com/open?id=1-nFYv0ddlq9Xh3H-3BotpiWdqyEgbeqQ,,Designer,"How few girls stayed in my school's robotics club is small compared to what people usually write about here, which is exactly why nobody had fixed it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I rebuilt their intake form so it stopped losing half the submissions. The lesson was that I should have asked the people doing the work before designing anything.","The community I belonged to was the kitchen of my family's restaurant, and it took me a year to notice it had become one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. People stayed after to clean up without anyone organising it. I would like to bring the part where the newest person is asked first.","Dear Coach Bello,

Thank you for teaching me how to disagree with someone without making it about them. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Andres","I built a browser extension that strips recommendation feeds, now used by about 2,000 people. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I want to learn how to scope a project so it can ship in a semester.","I would talk about how to read a subway map, and why almost every city gets it wrong. It is the only thing I can talk about for ten minutes with no notes.","BUAD 304, WRIT 150, CSCI 360, MATH 225, CSCI 270; intramural volleyball ~3 hrs/week"
8/14/2026 20:50:52,lucas.hoffmann@usc.edu,1526078375,Lucas Hoffmann,Biomedical Engineering,Public Health,2029,she/her/hers,Female,Asian,https://drive.google.com/open?id=1HQRHscxJx7tInCFhjjsZtyMWyWMUFH-C,,Product Manager,Something I care about is the way clinics schedule appointments. I want to keep working on things like this.,The community I would pick is a community garden run entirely by retirees and me. I think CTC has that too.,"Dear Mr. Brandt,

Thank you for teaching me how to disagree with someone without making it about them. It mattered to me.

— Lucas","I built a parser for a niche scientific file format, now with eight regular bug reporters. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.",I would talk about why my hometown has three names. It is interesting.,"CSCI 356, CSCI 103, CSCI 104; intramural volleyball ~3 hrs/week"
8/14/2026 20:55:01,elena.bergstrom@usc.edu,3060774047,Elena Bergström,Statistics,,2030,she/her/hers,Female,Black or African American,https://drive.google.com/open?id=1RDjbNO9yIdekCtVMBpIRJPgRp0kmrazQ,https://www.linkedin.com/in/elenabergstrm/,Developer,"I did not expect to care about food waste in dining halls, and then I spent a summer close to it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I rebuilt their intake form so it stopped losing half the submissions. What I learned was that the technical part was never the hard part.","The community I belonged to was a Discord server for a game that died years ago, and it took me a year to notice it had become one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. Nobody there cared what I was good at yet, only whether I showed up. What I would bring into CTC is that habit of making the entry cost low.","Dear Dr. Bourdon,

Thank you for teaching me that being the least experienced person in a room is a resource, not a liability. You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Elena","I built a compiler for a small statically typed language, continued well past the course. Java and C++ from coursework, Python and Django for anything I choose myself. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I would like to get properly good at databases rather than superstitious about them.","I would talk about competitive dog agility, which I promise is a real sport. It changed how I look at a city and I want to inflict that on other people.","CSCI 201, ITP 259, EE 109; part-time job ~12 hrs/week; another club board position ~5 hrs/week"
8/14/2026 21:05:07,rosa.molina@usc.edu,4808182807,Rosa Molina,Industrial and Systems Engineering,Entrepreneurship,2029,she/her/hers,Female,White,,https://www.linkedin.com/in/rosamolina/,Developer,"The problem I keep coming back to is how volunteer tutoring gets matched, mostly because I watched it up close. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I rebuilt their intake form so it stopped losing half the submissions. The lesson was that I should have asked the people doing the work before designing anything.","The community I belonged to was the kitchen of my family's restaurant, and it took me a year to notice it had become one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. We shared tools and, more importantly, shared credit. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Coach Iqbal,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Rosa","I built an inventory app for my family's restaurant, written in Django one summer. Mostly Python and Postgres, with enough React to be dangerous. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.",I would talk about how to sight-read music badly but confidently. It is the only thing I can talk about for ten minutes with no notes.,"CSCI 356, EE 109, MATH 407; intramural volleyball ~3 hrs/week"
8/14/2026 21:15:17,hana.marchetti@usc.edu,1139943578,Hana Marchetti,Design,Occupational Science,2027,she/her/hers,Male,Hispanic or Latino,,,Developer,"I got interested in how few girls stayed in my school's robotics club through a job I took for the money and stayed in for other reasons. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I interviewed fourteen people before I wrote a single line of code. I learned that a solution nobody adopts is worth less than no solution at all.","The community I belonged to was a church youth orchestra with no conductor, and it took me a year to notice it had become one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. Nobody there cared what I was good at yet, only whether I showed up. What I would bring into CTC is that habit of making the entry cost low.","Dear Mr. Lindqvist,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Hana","I built a research assistantship cleaning sensor data nobody had documented. Go for the service, Figma for the parts I should not have been trusted with. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I want to get better at systems design and at reading other people's code quickly.","I would talk about how to fold a fitted sheet, performed live and with stakes. It changed how I look at a city and I want to inflict that on other people.","CSCI 170, CSCI 201; campus radio show ~2 hrs/week"
8/14/2026 21:19:07,arjun.bello@usc.edu,6396979868,Arjun Bello,Psychology,Occupational Science,2029,,Male,Asian,https://drive.google.com/open?id=1TLWP9JkPXz0CyMuFoa_-gFSEmxFbD-ba,,Designer,"I got interested in digital literacy for older adults through a job I took for the money and stayed in for other reasons. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I rebuilt their intake form so it stopped losing half the submissions. I learned that a solution nobody adopts is worth less than no solution at all.","A Discord server for a game that died years ago is the honest answer, even though it is not the impressive one. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. It was the first place where being confused out loud was normal. I would like to bring the part where the newest person is asked first.","Dear Ms. Watanabe,

Thank you for teaching me that I should write the thing down before I believe I understand it. The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Arjun","I built a scheduling tool for the volunteer tutoring programme I coordinate. Mostly Python and Postgres, with enough React to be dangerous. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I am keen to work on something with real users and real consequences for once.",I would talk about how to sight-read music badly but confidently. I want an excuse to finally make the slides.,"PSYC 314, EE 109, CSCI 356, MATH 407; TA office hours ~6 hrs/week; club soccer ~6 hrs/week"
8/14/2026 21:26:41,sofia.zhou@usc.edu,5095807674,Sofia Zhou,Cognitive Science,Data Analytics,2028,he/him/his,Female,Middle Eastern or North African,https://drive.google.com/open?id=1n33xbrtvQAhmarNsAsCz4wRDjmLCMy7X,,Developer,"The cost of textbooks is the problem I have actually done something about, so it is the one I will write about. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I interviewed fourteen people before I wrote a single line of code. It saves them somewhere around five hours a week, which is not dramatic, but it is five hours a week that nobody has to argue for. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","I belonged to the kitchen of my family's restaurant, and I have spent a while trying to work out what made it work so I could reproduce it. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. We shared tools and, more importantly, shared credit. The thing I would carry in is that we lowered the bar to enter and raised it to stay, and both mattered.","Dear Professor Ferreira,

Thank you for teaching me how to disagree with someone without making it about them. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I hope you are still doing it for whoever came after me.

— Sofia","I built a compiler for a small statically typed language, continued well past the course. TypeScript, a lot of SQL, and more shell scripting than I expected. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I want to get better at systems design and at reading other people's code quickly.",I would talk about what actually happens when you flush on an aeroplane. I have given a version of this at a dinner table and it worked. There is a diagram involved and I think it gets an audible reaction.,"CSCI 104, CSCI 360; marching band ~10 hrs/week"
8/14/2026 21:40:06,omar.osei@usc.edu,6566948174,Omar Osei,Statistics,,2027,she/her/hers,Male,White,https://drive.google.com/open?id=1uHZ-VLnev_oDnGwjFPJaFqPrf_fv0ieM,https://www.linkedin.com/in/omarosei/,Developer,"I got interested in language access at the county courthouse through a job I took for the money and stayed in for other reasons. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I organised a workshop and eleven people came to the first one. What I learned was that the technical part was never the hard part.","The kitchen of my family's restaurant is the honest answer, even though it is not the impressive one. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. People stayed after to clean up without anyone organising it. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Ms. Nasr,

Thank you for teaching me that I was allowed to start things without permission. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Omar","I built a screen reader plugin I shipped to roughly 60 users. Swift for the app, and a Raspberry Pi doing something it was not designed for. What surprised me was the maintenance cost; I had thought of shipping as the finish line. I am keen to work on something with real users and real consequences for once.",I would talk about the surprisingly bitter world of competitive crossword construction. Everyone thinks they already know this and nearly everyone is wrong.,"CSCI 201, DSCI 351, PSYC 314; research assistantship ~8 hrs/week"
